"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","IQR","skewness","kurtosis"
"Anni.madre",0,25,28,32,46,2500,28.164,27.8106282513005,5.27357831565063,18.7245359879656,7,0.0428115004569051,0.380416522287926
