"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","IQR","skewness","kurtosis"
"Cranio",235,330,340,350,390,2500,340.0292,269.791463945578,16.4253299493672,4.83056453662426,20,-0.785052711819758,2.94620625365161
