"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","IQR","skewness","kurtosis"
"N.gravidanze",0,0,1,1,12,2500,0.9812,1.6399025210084,1.28058678776895,130.512310208821,1,2.5142540771007,10.9894063615824
