"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","IQR","skewness","kurtosis"
"Gestazione",25,38,39,40,43,2500,38.9804,3.49181256502601,1.86863922816204,4.79379182399882,2,-2.06531325911716,8.25814955494957
