"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","IQR","skewness","kurtosis"
"Peso",830,2990,3300,3620,4930,2500,3284.0808,275665.682944538,525.038744231831,15.9873881370955,630,-0.647030832752081,2.03153184511535
