"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","IQR","skewness","kurtosis"
"Lunghezza",310,480,500,510,565,2500,494.692,692.671004401761,26.3186436656937,5.32020806192413,30,-1.51469914804308,6.48717388620977
